titolo	anno	numero_prestiti
Notturno	2022	12
Notturno	2024	10
Novelle 1	2018	2
Novelle 1	2025	5
Novelle 2	2019	6
Novelle 2	2021	6
Novelle 2	2022	4
Novelle per un anno	2019	11
Novelle per un anno	2024	6
Novelle per un anno	2025	12
Novelle per un anno vol.1 toma II	2018	17
Novelle per un anno vol.1 toma II	2019	14
Novelle per un anno vol.1 toma II	2020	25
Novelle per un anno vol.1 toma II	2022	9
Novelle per un anno vol.1 toma II	2023	19
Novelle per un anno vol.1 toma II	2024	22
Novelle per un anno vol.1 tomo I	2019	29
Novelle per un anno vol.1 tomo I	2020	25
Novelle per un anno vol.1 tomo I	2021	17
Novelle per un anno vol.1 tomo I	2022	21
Novelle per un anno vol.1 tomo I	2023	8
Novelle per un anno vol.1 tomo I	2024	24
Novelle per un anno vol.1 tomo I	2025	11
Novelliere campagnuolo e altri racconti	2018	11
Novelliere campagnuolo e altri racconti	2020	12
Novelliere campagnuolo e altri racconti	2022	12
Novelliere campagnuolo e altri racconti	2023	7
Novelliere campagnuolo e altri racconti	2024	7
O sei dentro o sei fuori	2021	5
Oggi domani e mai	2019	2
Open	2018	8
Open	2019	8
Open	2021	12
Open	2022	9
Open	2023	6
Opere	2018	4
Opere	2021	8
Opere	2021	5
Opere	2023	4
Opere	2024	12
Opere	2024	3
Opere	2025	11
Opere 1	2018	19
Opere 1	2019	17
Opere 1	2020	18
Opere 1	2021	22
Opere 1	2022	14
Opere 1	2023	24
Opere 1	2024	23
Opere complete	2019	6
Opere complete	2021	4
Opere complete	2024	7
Opere complete 3	2018	20
Opere complete 3	2019	30
Opere complete 3	2020	23
Opere complete 3	2021	21
Opere complete 3	2022	28
Opere complete 3	2023	13
Opere complete 3	2024	11
Opere di T. S. Eliot	2021	5
Opere di T. S. Eliot	2024	5
Opere giovanili	2018	5
Opere giovanili	2023	9
Opere giovanili	2025	12
Opere morali e filosofiche, III, IV	2021	9
Opere morali e filosofiche, III, IV	2022	12
Opere morali e filosofiche, III, IV	2023	4
Opere morali e filosofiche, III, IV	2024	8
Operette morali	2018	29
Operette morali	2019	4
Operette morali	2019	28
Operette morali	2020	27
Operette morali	2021	23
Operette morali	2023	14
Operette morali	2025	11
Orgoglio e pregiudizio	2021	3
Orgoglio e pregiudizio	2025	5
Orlando furioso	2020	5
Ossi di seppia	2018	9
Ossi di seppia	2019	3
Ossi di seppia	2021	6
Padre padrone	2018	12
Padre padrone	2019	6
Padre padrone	2020	11
Padre padrone	2021	3
Padre padrone	2023	9
Paese d'ombre	2018	30
Paese d'ombre	2019	23
Paese d'ombre	2020	22
Paese d'ombre	2021	27
Paese d'ombre	2022	8
Paese d'ombre	2023	10
Paese d'ombre	2024	8
Paese d'ombre	2025	16
Paesi tuoi	2018	9
Paesi tuoi	2019	25
Paesi tuoi	2020	25
Paesi tuoi	2021	8
Paesi tuoi	2022	10
Paesi tuoi	2023	27
Paesi tuoi	2024	27
Palline di pane	2018	28
Palline di pane	2020	22
Palline di pane	2021	8
Palline di pane	2022	11
Palline di pane	2023	13
Palline di pane	2024	22
Palline di pane	2025	22
Palomar	2018	22
Palomar	2018	8
Palomar	2019	29
Palomar	2019	14
Palomar	2020	21
Palomar	2020	17
Palomar	2021	23
Palomar	2021	14
Palomar	2022	27
Palomar	2022	12
Palomar	2023	22
Palomar	2023	16
Palomar	2024	21
Palomar	2024	17
Palomar	2025	16
Palomar	2025	18
Paolo il caldo	2022	3
Passaggio in India	2018	28
Passaggio in India	2019	11
Passaggio in India	2020	8
Passaggio in India	2021	23
Passaggio in India	2022	21
Passaggio in India	2023	8
Passeggiata armata	2019	10
Passeggiata armata	2020	10
Passeggiata armata	2023	10
Passeggiata armata	2024	8
Passeggiata armata	2025	7
Pecoranera	2020	3
Pecoranera	2022	2
Pensando Montagne	2020	8
Pensando Montagne	2022	4
Pensando Montagne	2023	11
Pensando Montagne	2024	12
Pensando Montagne	2025	8
Per chi suona la campana	2019	12
Per chi suona la campana	2022	10
Per chi suona la campana	2024	4
Per conoscere	2018	5
Per conoscere Ungaretti	2018	3
Per conoscere Ungaretti	2019	6
Per conoscere Ungaretti	2021	7
Per conoscere Ungaretti	2023	10
Per il battesimo dei nostri frammenti	2020	3
Per il battesimo dei nostri frammenti	2023	1
Per questo mi chiamo Giovanni	2018	1
Per questo mi chiamo Giovanni	2022	3
per sempre	2019	3
per sempre	2021	8
per sempre	2022	4
per sempre	2025	5
Piazza d'Italia	2018	9
Piazza d'Italia	2019	10
Piazza d'Italia	2024	12
Piazza d'Italia	2025	9
Piccola borghesia	2018	22
Piccola borghesia	2019	29
Piccola borghesia	2020	2
Piccola borghesia	2020	15
Piccola borghesia	2022	29
Piccola borghesia	2023	26
Piccola borghesia	2024	14
Piccola borghesia	2025	5
Piccola borghesia	2025	24
Piccoli equivoci senza importanza	2018	11
Piccoli equivoci senza importanza	2018	8
Piccoli equivoci senza importanza	2019	11
Piccoli equivoci senza importanza	2020	3
Piccoli equivoci senza importanza	2021	3
Piccoli equivoci senza importanza	2023	12
Piccoli equivoci senza importanza	2024	10
Piccoli equivoci senza importanza	2024	3
Piccoli equivoci senza importanza	2025	11
Piccolo mondo antico	2020	5
Pimpì Oselì	2018	27
Pimpì Oselì	2019	24
Pimpì Oselì	2022	16
Pimpì Oselì	2023	19
Pimpì Oselì	2024	16
Pimpì Oselì	2025	20
Pioggia Sporca	2018	12
Pioggia Sporca	2020	6
Pioggia Sporca	2022	6
Pioggia Sporca	2023	5
Pioggia Sporca	2025	10
Piove, governo ladro	2018	17
Piove, governo ladro	2019	18
Piove, governo ladro	2021	12
Piove, governo ladro	2023	13
Piove, governo ladro	2024	21
Piove, governo ladro	2025	28
Più botte che risposte	2020	4
Più botte che risposte	2021	4
Più botte che risposte	2022	3
Più botte che risposte	2023	7
Più botte che risposte	2025	10
Poema a fumetti	2018	14
Poema a fumetti	2019	14
Poema a fumetti	2020	25
Poema a fumetti	2021	22
Poema a fumetti	2023	12
Poema a fumetti	2024	21
Poesia	2020	10
Poesia	2021	12
Poesia	2022	9
Poesia	2023	10
Poesia	2024	11
Poesia del 200 'e del 300'	2018	9
Poesia del 200 'e del 300'	2019	9
Poesia del 200 'e del 300'	2023	7
Poesia del 200 'e del 300'	2025	5
Poesia e prose	2023	1
Poesia italiana del Novecento volume quarto	2021	4
Poesia italiana del Novecento volume terzo	2019	12
Poesia italiana del Novecento volume terzo	2022	3
Poesia italiana del Novecento volume terzo	2023	11
Poesia italiana del Novecento volume terzo	2024	12
Poesia italiana del Novecento volume terzo	2025	5
Poesia Italiana- il Settecento	2022	5
Poesia Italiana- il Settecento	2024	3
Poesia italiana-il Cinquecento	2025	4
Poesia Italiana-il Quattrocento	2023	5
Poesie	2018	17
Poesie	2018	7
Poesie	2018	26
Poesie	2018	16
Poesie	2018	10
Poesie	2018	3
Poesie	2019	10
Poesie	2019	19
Poesie	2019	20
Poesie	2019	9
Poesie	2019	7
Poesie	2019	28
Poesie	2019	9
Poesie	2020	19
Poesie	2020	10
Poesie	2020	18
Poesie	2020	4
Poesie	2020	24
Poesie	2020	1
Poesie	2021	17
Poesie	2021	26
Poesie	2021	17
Poesie	2021	14
Poesie	2022	6
Poesie	2022	22
Poesie	2022	11
Poesie	2022	3
Poesie	2022	11
Poesie	2022	26
Poesie	2022	12
Poesie	2022	12
Poesie	2022	5
Poesie	2022	11
Poesie	2023	12
Poesie	2023	25
Poesie	2023	5
Poesie	2023	5
Poesie	2023	23
Poesie	2023	20
Poesie	2023	19
Poesie	2024	10
Poesie	2024	1
Poesie	2024	1
Poesie	2024	4
Poesie	2024	25
Poesie	2024	4
Poesie	2025	14
Poesie	2025	10
Poesie	2025	4
Poesie	2025	5
Poesie	2025	11
Poesie	2025	15
Poesie	2025	13
Poesie	2025	8
Poesie d'amore	2020	3
Poesie d'amore	2024	5
Poesie d'amore	2025	8
Poesie del disamore	2018	25
Poesie del disamore	2019	18
Poesie del disamore	2020	9
Poesie del disamore	2021	22
Poesie del disamore	2022	29
Poesie del disamore	2023	21
Poesie del disamore	2024	26
Poesie del disamore	2025	24
Poesie e Carmi	2022	5
Poesie e Carmi	2025	1
Poesie e prose	2020	5
Poesie e prose	2022	3
Poesie e specchietti	2019	4
Poesie e specchietti	2025	4
Prima che il gallo canti	2018	29
Prima che il gallo canti	2019	24
Prima che il gallo canti	2019	7
Prima che il gallo canti	2020	23
Prima che il gallo canti	2021	22
Prima che il gallo canti	2022	10
Prima che il gallo canti	2023	20
Prima che il gallo canti	2024	27
Prima che il gallo canti	2024	9
Prima che il gallo canti	2025	17
Prima che il gallo canti	2025	3
Primavera di bellezza	2019	10
Primavera di bellezza	2020	11
Primavera di bellezza	2021	9
Prose di ricerca I	2018	12
Prose di ricerca I	2019	27
Prose di ricerca I	2020	30
Prose di ricerca I	2021	10
Prose di ricerca I	2022	17
Prose di ricerca I	2023	25
Prose di ricerca I	2024	20
Prose di ricerca I	2025	28
Prose di ricerca II	2018	27
Prose di ricerca II	2020	12
Prose di ricerca II	2021	16
Prose di ricerca II	2022	9
Prose di ricerca II	2023	28
Prose di ricerca II	2024	23
Prose di ricerca II	2025	19
Prose di ricerca III	2024	4
Quaderni di Serafino Gubbio operatori	2018	8
Quaderni di Serafino Gubbio operatori	2022	10
Quaderni di Serafino Gubbio operatori	2023	6
Quaderni di Serafino Gubbio operatori	2024	12
Quaderni di Serafino Gubbio operatori	2025	12
Quando eravamo in tre	2020	2
Quando eravamo povera gente	2022	5
Quando eravamo povera gente	2023	4
Quando eravamo povera gente	2024	3
Quattro novelle sulle apparenze	2019	3
Quattro novelle sulle apparenze	2024	3
Quer pasticciaccio brutto de via Merulana	2022	1
Quer pasticciaccio brutto de via Merulana	2025	5
Questa terra è la mia terra	2018	24
Questa terra è la mia terra	2019	26
Questa terra è la mia terra	2021	25
Questa terra è la mia terra	2023	22
Questa terra è la mia terra	2024	22
Questa terra è la mia terra	2025	18
Questi nostri occhi	2021	5
Questi nostri occhi	2023	2
Racconti 1	2018	21
Racconti 1	2018	1
Racconti 1	2019	27
Racconti 1	2020	30
Racconti 1	2021	24
Racconti 1	2022	17
Racconti 1	2023	30
Racconti 1	2024	25
Racconti 1	2025	18
Racconti 2	2018	28
Racconti 2	2019	30
Racconti 2	2020	30
Racconti 2	2021	28
Racconti 2	2022	19
Racconti 2	2023	26
Racconti 2	2024	2
Racconti 2	2024	25
Racconti 2	2025	27
Racconti africani	2018	21
Racconti africani	2020	21
Racconti africani	2022	29
Racconti africani	2023	20
Racconti africani	2024	30
Racconti africani	2025	25
Racconti d'inverno	2018	12
Racconti d'inverno	2021	6
Racconti d'inverno	2024	6
Racconti d'inverno	2025	7
Racconti dell'Ottocento e del Novecento	2023	3
Racconti di mare e di costa	2018	13
Racconti di mare e di costa	2019	27
Racconti di mare e di costa	2020	14
Racconti di mare e di costa	2021	17
Racconti di mare e di costa	2022	30
Racconti di mare e di costa	2023	10
Racconti di mare e di costa	2023	4
Racconti di mare e di costa	2024	29
Racconti di mare e di costa	2025	23
Raccontini rossi e neri	2018	29
Raccontini rossi e neri	2020	20
Raccontini rossi e neri	2021	17
Raccontini rossi e neri	2022	11
Raccontini rossi e neri	2023	14
Raccontini rossi e neri	2024	24
Racconto italiano di ignoto del novecento	2018	1
Racconto italiano di ignoto del novecento	2019	3
Radio niente	2018	5
Radio niente	2020	9
Radio niente	2022	10
Ragazzi di vita	2018	16
Ragazzi di vita	2019	28
Ragazzi di vita	2020	18
Ragazzi di vita	2021	8
Ragazzi di vita	2022	30
Ragazzi di vita	2023	29
Ragazzi di vita	2024	24
Ragazzi di vita	2025	26
Ragione e sentimento	2018	14
Ragione e sentimento	2020	9
Ragione e sentimento	2021	28
Ragione e sentimento	2022	17
Ragione e sentimento	2023	18
Ragione e sentimento	2024	9
Ragione e sentimento	2025	10
Randagio è l'eroe	2020	4
Randagio è l'eroe	2021	12
Randagio è l'eroe	2023	6
Rime	2019	10
Rime	2020	6
Rime	2021	5
RIME della vita nuova e della giovinezza	2019	8
RIME della vita nuova e della giovinezza	2020	7
RIME della vita nuova e della giovinezza	2021	11
RIME della vita nuova e della giovinezza	2023	9
RIME della vita nuova e della giovinezza	2024	7
Rinascimento privato	2018	26
Rinascimento privato	2019	20
Rinascimento privato	2020	19
Rinascimento privato	2021	1
Rinascimento privato	2021	15
Rinascimento privato	2022	12
Rinascimento privato	2023	24
Rinascimento privato	2024	23
Rinascimento privato	2025	10
Risalendo la china	2019	3
Risalendo la china	2020	12
Risalendo la china	2023	3
Risalendo la china	2024	7
Risalendo la china	2025	5
Ritratto in piedi	2021	6
Ritratto in piedi	2022	9
Ritratto in piedi	2023	7
Ritratto in piedi	2024	3
Robinson Crusoe	2018	14
Robinson Crusoe	2019	22
Robinson Crusoe	2020	8
Robinson Crusoe	2022	15
Robinson Crusoe	2023	8
Robinson Crusoe	2024	16
Robinson Crusoe	2025	29
Romanzi	2018	25
Romanzi	2019	10
Romanzi	2020	28
Romanzi	2021	28
Romanzi	2022	10
Romanzi	2023	25
Romanzi	2024	8
Romanzi	2025	29
Romanzi brevi	2019	1
Romanzi brevi	2019	26
Romanzi brevi	2020	14
Romanzi brevi	2021	3
Romanzi brevi	2021	24
Romanzi brevi	2022	30
Romanzi brevi	2023	29
Romanzi brevi	2024	22
Romanzi brevi	2025	16
Romanzi e novelle	2018	12
Romanzi e novelle	2019	4
Romanzi e novelle	2023	6
Romanzi e novelle	2024	3
Romanzi e novelle	2025	10
Rosso al vento	2025	5
Saggi, poesie e scritti vari	2018	13
Saggi, poesie e scritti vari	2019	15
Saggi, poesie e scritti vari	2020	27
Saggi, poesie e scritti vari	2021	16
Saggi, poesie e scritti vari	2022	14
Saggi, poesie e scritti vari	2023	11
Saggi, poesie e scritti vari	2024	13
Saggi, poesie e scritti vari	2025	29
Sagittario	2018	11
Sagittario	2019	8
Sagittario	2020	11
Sagittario	2022	3
Sardegna come un'infanzia	2019	3
Satura	2018	4
Satura	2020	7
Satura	2021	3
Satura	2023	4
Satura	2025	4
Schiena di vetro	2024	2
Scritti scelti	2018	17
Scritti scelti	2019	21
Scritti scelti	2020	9
Scritti scelti	2021	12
Scritti scelti	2022	12
Scritti scelti	2025	14
Se il sole muore	2019	8
Se il sole muore	2021	11
Se il sole muore	2022	10
Se il sole muore	2023	4
Se il sole muore	2024	6
Se questo è un uomo	2018	10
Se questo è un uomo	2019	25
Se questo è un uomo	2020	20
Se questo è un uomo	2021	14
Se questo è un uomo	2023	21
Se questo è un uomo	2024	14
Se questo è un uomo	2025	23
Se ti abbraccio non aver paura	2023	4
Se ti abbraccio non aver paura	2024	3
Se una notte di inverno un viaggiatore	2020	12
Se una notte di inverno un viaggiatore	2021	21
Se una notte di inverno un viaggiatore	2022	28
Se una notte di inverno un viaggiatore	2023	11
Se una notte di inverno un viaggiatore	2024	23
Se una notte di inverno un viaggiatore	2025	27
Sei giornate	2022	2
Sei passeggiate nei boschi narrativi	2019	8
Sei passeggiate nei boschi narrativi	2020	8
Sei passeggiate nei boschi narrativi	2021	8
Sei passeggiate nei boschi narrativi	2022	9
Senilità	2025	5
Senzatitolo	2018	9
Senzatitolo	2020	9
Senzatitolo	2023	10
Senzatitolo	2025	12
Sessanta racconti	2019	2
Sessanta racconti	2022	4
Sessanta racconti	2024	3
Severina	2019	9
Severina	2020	27
Severina	2021	20
Severina	2022	18
Severina	2023	20
Severina	2024	27
Severina	2025	26
Sfera	2020	13
Sfera	2021	10
Sfera	2022	16
Sfera	2023	19
Sfera	2024	30
Sfera	2025	21
Si fa presto a dire fame	2019	7
Si fa presto a dire fame	2023	5
Si fa presto a dire fame	2024	4
Si fa presto a dire fame	2025	9
Siamo spiacenti di	2019	12
Siamo spiacenti di	2020	29
Siamo spiacenti di	2021	28
Siamo spiacenti di	2022	17
Siamo spiacenti di	2023	22
Siamo spiacenti di	2024	18
Siamo spiacenti di	2025	10
Signora Ava	2018	4
Signora Ava	2018	12
Signora Ava	2021	10
Signora Ava	2023	12
Signora Ava	2024	9
Signora Ava	2025	11
Sillabari	2018	7
Sillabari	2020	7
Sillabari	2023	10
Sillabari	2025	4
Sillabario n. 1; sillabario n. 2	2018	6
Sillabario n. 1; sillabario n. 2	2023	8
Sillabario n. 1; sillabario n. 2	2025	6
Sino al confine	2018	16
Sino al confine	2020	25
Sino al confine	2021	17
Sino al confine	2022	15
Sino al confine	2023	17
Sino al confine	2024	17
Sino al confine	2025	30
Snack Bar Budapest	2019	8
Snack Bar Budapest	2020	4
Snack Bar Budapest	2021	12
Socialista di Dio	2018	15
Socialista di Dio	2020	22
Socialista di Dio	2021	26
Socialista di Dio	2022	26
Socialista di Dio	2023	18
Socialista di Dio	2024	21
Sogno a Herrenberg	2021	1
Sogno a Herrenberg	2025	2
Sole di febbraio	2021	1
Sonetti	2019	6
Sonetti	2020	11
Sonetti	2021	4
Sorelle Materassi	2018	21
Sorelle Materassi	2019	20
Sorelle Materassi	2020	19
Sorelle Materassi	2021	22
Sorelle Materassi	2022	16
Sorelle Materassi	2023	14
Sorelle Materassi	2024	22
Sorelle Materassi	2025	17
Sostiene Pereira	2019	5
Sostiene Pereira	2021	10
Sostiene Pereira	2023	5
Sostiene Pereira	2024	6
Sostiene Pereira	2025	11
Sotto il sole di giaguaro	2021	1
Sotto il sole di giaguaro	2024	3
Speranzella	2018	5
Speranzella	2019	7
Speranzella	2021	5
Speranzella	2022	4
Speranzella	2025	3
Spoon River Anthology	2019	4
Spoon River Anthology	2023	3
Spoon River Anthology	2024	9
Staccando l'ombra da terra	2018	14
Staccando l'ombra da terra	2020	25
Staccando l'ombra da terra	2021	16
Staccando l'ombra da terra	2023	25
Staccando l'ombra da terra	2024	30
Staccando l'ombra da terra	2025	16
Stagioni	2020	5
Stampe dell'800	2020	3
Stella variabile	2023	2
Stella variabile	2025	2
Storia dell'arte italiana in poesia	2018	9
Storia dell'arte italiana in poesia	2019	7
Storia dell'arte italiana in poesia	2020	7
Storia dell'arte italiana in poesia	2024	5
Storia della colonna infame	2018	24
Storia della colonna infame	2019	21
Storia della colonna infame	2020	30
Storia della colonna infame	2021	19
Storia della colonna infame	2022	22
Storia della colonna infame	2024	10
Storia della colonna infame	2025	26
Storia di Ada	2018	9
Storia di Ada	2021	12
Storia di Ada	2022	30
Storia di Ada	2023	18
Storia di Ada	2024	23
Storia di Ada	2025	24
Storia di Ismael che ha attraversato il mare	2018	10
Storia di Ismael che ha attraversato il mare	2020	10
Storia di Ismael che ha attraversato il mare	2023	6
Storia di Ismael che ha attraversato il mare	2024	8
Storia di Ismael che ha attraversato il mare	2025	11
Storia vera e terribile tra Sicilia e America	2018	20
Storia vera e terribile tra Sicilia e America	2019	23
Storia vera e terribile tra Sicilia e America	2020	13
Storia vera e terribile tra Sicilia e America	2021	17
Storia vera e terribile tra Sicilia e America	2022	9
Storia vera e terribile tra Sicilia e America	2023	8
Storia vera e terribile tra Sicilia e America	2024	17
Storia vera e terribile tra Sicilia e America	2025	26
Storie di un paese inutile	2018	3
Storie di un paese inutile	2022	9
Storie di un paese inutile	2023	10
Storie di un paese inutile	2024	9
Strade blu: un viaggio dentro l'America	2020	6
Strade blu: un viaggio dentro l'America	2022	12
Strade blu: un viaggio dentro l'America	2023	5
Strade blu: un viaggio dentro l'America	2024	11
Suerte	2018	4
Suerte	2020	9
Suerte	2023	5
Sul tetto del mondo	2019	12
Sul tetto del mondo	2024	9
Sul tetto del mondo	2025	10
Sulla spiaggia e di là dal molo	2019	7
Sulla spiaggia e di là dal molo	2020	5
Sulla spiaggia e di là dal molo	2022	7
Sulla spiaggia e di là dal molo	2023	12
Sulla spiaggia e di là dal molo	2025	6
Super-Eliogabalo	2022	4
Tante storie	2018	1
Tante storie	2025	4
Tempi difficili	2018	23
Tempi difficili	2019	8
Tempi difficili	2020	21
Tempi difficili	2021	28
Tempi difficili	2022	15
Tempi difficili	2023	8
Tempi difficili	2024	16
Tempi difficili	2025	25
Teorema	2018	20
Teorema	2019	17
Teorema	2020	17
Teorema	2021	22
Teorema	2022	13
Teorema	2023	21
Teorema	2024	17
Teorema	2025	27
Terra!	2020	12
Terra!	2022	11
Terra!	2023	10
Terra!	2025	10
Tess dei d'Urbeville	2019	2
Tess dei d'Urbeville	2021	2
The frozen boy	2018	22
The frozen boy	2019	21
The frozen boy	2020	9
The frozen boy	2021	24
The frozen boy	2022	17
The frozen boy	2023	26
The frozen boy	2024	29
The frozen boy	2025	18
Ti con zero	2018	8
Ti con zero	2023	11
Ti con zero	2025	8
Todo modo	2018	6
Todo modo	2020	9
Todo modo	2023	4
Todo modo	2024	7
Todo modo	2025	5
Todo modo	2025	5
Tra donne sole	2018	10
Tra donne sole	2020	9
Tra donne sole	2021	13
Tra donne sole	2023	16
Tra donne sole	2024	25
Tra donne sole	2025	10
Trans Europa express	2019	11
Trans Europa express	2020	12
Trans Europa express	2022	7
Trans Europa express	2024	10
Transit	2022	5
Transit	2025	1
Trattati di poetica e retorica del Cinquecento	2018	18
Trattati di poetica e retorica del Cinquecento	2019	30
Trattati di poetica e retorica del Cinquecento	2020	11
Trattati di poetica e retorica del Cinquecento	2021	23
Trattati di poetica e retorica del Cinquecento	2022	9
Trattati di poetica e retorica del Cinquecento	2023	12
Trattati di poetica e retorica del Cinquecento	2024	29
Trattati di poetica e retorica del Cinquecento	2025	25
Tre operai	2018	4
Tre operai	2025	3
Treno di panna	2018	5
Treno di panna	2021	3
Trilogia di New York	2023	5
Trionfo della morte	2021	2
Trionfo della morte	2025	3
Tu non mi conosci	2019	3
Tu non mi conosci	2020	12
Tu non mi conosci	2021	3
Tu non mi conosci	2023	3
Tu non mi conosci	2024	9
Tu vipera gentile	2018	6
Tu vipera gentile	2021	7
Tu vipera gentile	2023	4
Tu vipera gentile	2024	6
Tutte le cosmicomiche	2018	25
Tutte le cosmicomiche	2019	11
Tutte le cosmicomiche	2020	22
Tutte le cosmicomiche	2021	19
Tutte le cosmicomiche	2022	29
Tutte le cosmicomiche	2023	29
Tutte le cosmicomiche	2024	16
Tutte le cosmicomiche	2025	26
Tutte le novelle romanzi della mia terra	2018	28
Tutte le novelle romanzi della mia terra	2019	13
Tutte le novelle romanzi della mia terra	2021	27
Tutte le novelle romanzi della mia terra	2022	21
Tutte le novelle romanzi della mia terra	2023	13
Tutte le novelle romanzi della mia terra	2024	9
Tutte le novelle vol 1, 2	2019	9
Tutte le novelle vol 1, 2	2020	12
Tutte le novelle vol 1, 2	2023	4
Tutte le novelle volume primo	2020	11
Tutte le novelle volume primo	2021	6
Tutte le novelle volume primo	2022	5
Tutte le novelle volume primo	2024	4
Tutte le novelle volume primo	2025	12
Tutte le novelle volume secondo	2020	4
Tutte le novelle volume secondo	2022	10
Tutte le novelle volume secondo	2025	5
Tutte le opere (lettere)	2018	8
Tutte le opere (lettere)	2019	5
Tutte le opere (lettere)	2021	5
Tutte le opere (lettere)	2022	6
Tutte le opere (lettere)	2024	12
Tutte le opere, I	2018	5
Tutte le opere, I	2019	8
Tutte le opere, I	2021	10
Tutte le opere, I	2023	3
Tutte le opere, I	2024	4
Tutte le poesie	2018	19
Tutte le poesie	2018	24
Tutte le poesie	2018	3
Tutte le poesie	2019	27
Tutte le poesie	2019	20
Tutte le poesie	2019	14
Tutte le poesie	2020	30
Tutte le poesie	2020	21
Tutte le poesie	2020	9
Tutte le poesie	2020	19
Tutte le poesie	2020	4
Tutte le Poesie	2020	5
Tutte le poesie	2021	24
Tutte le poesie	2021	14
Tutte le poesie	2021	6
Tutte le poesie	2021	22
Tutte le poesie	2021	8
Tutte le poesie	2022	25
Tutte le poesie	2022	24
Tutte le poesie	2022	4
Tutte le poesie	2022	12
Tutte le poesie	2023	30
Tutte le poesie	2023	15
Tutte le poesie	2023	15
Tutte le poesie	2023	1
Tutte le poesie	2023	12
Tutte le poesie	2024	25
Tutte le poesie	2024	21
Tutte le poesie	2024	12
Tutte le poesie	2024	2
Tutte le poesie	2024	7
Tutte le poesie	2025	11
Tutte le poesie	2025	10
Tutte le poesie	2025	29
Tutti i colori del mondo	2022	5
Tutti i miei robot	2020	12
Tutti i miei robot	2022	3
Tutti i miei robot	2025	3
Tutti i racconti, volume terzo	2018	8
Tutti i racconti, volume terzo	2019	11
Tutti i racconti, volume terzo	2020	9
Tutti i racconti, volume terzo	2021	5
Tutti i racconti, volume terzo	2025	7
Tutti i romanzi vol.1	2018	4
Tutti i romanzi vol.1	2020	11
Tutti i romanzi vol.1	2021	3
Tutti i romanzi vol.1	2024	12
Tutti i romanzi vol.1	2025	4
Tutti i romanzi vol.2	2018	22
Tutti i romanzi vol.2	2019	18
Tutti i romanzi vol.2	2020	25
Tutti i romanzi vol.2	2021	27
Tutti i romanzi vol.2	2022	27
Tutti i romanzi vol.2	2023	23
Tutti i romanzi vol.2	2024	30
Tutti i romanzi vol.2	2025	29
Tutto il miele è finito	2018	5
Tutto il miele è finito	2019	8
Tutto il miele è finito	2020	5
Tutto il miele è finito	2021	7
Tutto il miele è finito	2022	4
Uccelli da gabbia e da voliera	2018	2
Uccelli da gabbia e da voliera	2021	1
Ulisse	2019	2
Ulisse	2022	5
Ulisse	2025	2
Ulisse	2025	1
Ultime lettere di Jacopo Ortis	2018	2
Ultime lettere di Jacopo Ortis	2021	4
Umana avventura	2018	3
Umana avventura	2019	3
Un altare per la madre	2018	8
Un altare per la madre	2020	6
Un altare per la madre	2021	10
Un altare per la madre	2023	12
Un altare per la madre	2024	7
Un amore	2020	1
Un amore	2022	5
Un Amore Insolito	2018	10
Un Amore Insolito	2019	10
Un Amore Insolito	2021	6
Un Amore Insolito	2023	9
Un Amore Insolito	2025	3
Un anno da pecora nera	2021	3
Un anno da pecora nera	2023	3
Un anno di scuola e ricordi istriani	2018	26
Un anno di scuola e ricordi istriani	2019	30
Un anno di scuola e ricordi istriani	2020	25
Un anno di scuola e ricordi istriani	2021	12
Un anno di scuola e ricordi istriani	2022	20
Un anno di scuola e ricordi istriani	2023	21
Un anno di scuola e ricordi istriani	2024	18
Un anno di scuola e ricordi istriani	2025	22
Un anno sull'altipiano	2018	18
Un anno sull'altipiano	2020	13
Un anno sull'altipiano	2021	20
Un anno sull'altipiano	2022	13
Un anno sull'altipiano	2023	10
Un anno sull'altipiano	2024	25
Un banco di nebbia	2018	28
Un banco di nebbia	2020	17
Un banco di nebbia	2022	9
Un banco di nebbia	2023	26
Un banco di nebbia	2024	20
Un banco di nebbia	2025	10
Un foro nel parabrezza	2021	5
Un foro nel parabrezza	2024	4
Un morso di formica	2018	21
Un morso di formica	2020	15
Un morso di formica	2021	9
Un morso di formica	2022	15
Un morso di formica	2023	10
Un morso di formica	2024	21
Un paese senza	2019	4
Un pallido orizzonte di colline	2023	3
Un pallido orizzonte di colline	2025	4
Un prato in pendio	2018	6
Un prato in pendio	2020	4
Un prato in pendio	2021	6
Un prato in pendio	2024	9
Un regalo da tiffany	2023	4
Una Donna	2025	2
Una donna di Ragusa	2022	5
Una fortuna pericolosa	2020	1
Una fortuna pericolosa	2025	4
Una giornata	2018	9
Una giornata	2019	8
Una giornata	2021	3
Una giornata con Dufenne	2019	4
Una giornata con Dufenne	2020	8
Una giornata con Dufenne	2021	3
Una giornata con Dufenne	2022	6
Una giornata con Dufenne	2025	3
Una lama di luce	2018	10
Una lama di luce	2019	18
Una lama di luce	2020	11
Una lama di luce	2022	25
Una lama di luce	2023	29
Una lama di luce	2024	20
Una lama di luce	2025	17
Una manciata di more	2018	11
Una manciata di more	2018	9
Una manciata di more	2021	3
Una manciata di more	2021	7
Una manciata di more	2022	7
Una manciata di more	2022	8
Una manciata di more	2024	4
Una manciata di more	2025	3
Una notte del '43	2022	5
Una notte del '43	2024	4
